workers,execution_time,speedup,efficiency
1,126.72428510000464,0.8590162107768899,0.8590162107768899
2,91.55707440001424,1.1889656360623002,0.5944828180311501
4,64.42379839997739,1.6897205365657932,0.4224301341414483
